date,coronavirus,covid,cuarentena,department
2020-05-22,16,11,5,bolivar
2020-05-22,12,9,5,putumayo
2020-05-22,10,7,5,caldas
2020-05-22,18,21,0,amazonas
2020-05-22,10,6,4,cesar
2020-05-22,0,15,15,san andres y providencia
2020-05-22,10,8,4,cundinamarca
2020-05-22,10,8,4,bogota
2020-05-22,12,10,3,tolima
2020-05-22,11,7,3,narino
2020-05-22,9,8,2,cordoba
2020-05-22,12,7,4,meta
2020-05-22,11,7,4,caqueta
2020-05-22,11,10,5,valle del cauca
2020-05-22,0,0,0,vaupes
2020-05-22,12,8,6,choco
2020-05-22,10,10,4,casanare
2020-05-22,11,6,3,sucre
2020-05-22,10,7,3,magdalena
2020-05-22,10,7,2,santander
2020-05-22,13,15,6,atlantico
2020-05-22,16,10,5,huila
2020-05-22,12,6,6,arauca
2020-05-22,14,8,4,antioquia
2020-05-22,17,10,2,boyaca
2020-05-22,12,6,3,cauca
2020-05-23,13,11,4,narino
2020-05-23,12,21,5,putumayo
2020-05-23,14,5,0,caqueta
2020-05-23,14,7,2,caldas
2020-05-23,0,0,0,san andres y providencia
2020-05-23,9,8,4,meta
2020-05-23,9,6,2,magdalena
2020-05-23,14,8,2,santander
2020-05-23,14,11,3,atlantico
2020-05-23,16,11,3,casanare
2020-05-23,13,10,4,bogota
2020-05-23,19,14,2,bolivar
2020-05-23,16,12,2,boyaca
2020-05-23,11,10,3,sucre
2020-05-23,13,10,4,cundinamarca
2020-05-23,23,21,0,amazonas
2020-05-23,9,10,3,cauca
2020-05-23,13,10,1,cordoba
2020-05-23,14,12,5,huila
2020-05-23,11,5,3,la guajira
2020-05-23,14,10,4,valle del cauca
2020-05-23,16,8,1,cesar
2020-05-23,18,14,5,tolima
2020-05-23,16,12,8,arauca
2020-05-23,12,6,0,choco
2020-05-23,0,0,0,vaupes
2020-05-23,18,8,4,antioquia
2020-05-24,17,13,3,atlantico
2020-05-24,14,9,7,meta
2020-05-24,19,9,4,antioquia
2020-05-24,16,17,0,san andres y providencia
2020-05-24,11,6,6,cauca
2020-05-24,12,12,2,narino
2020-05-24,16,6,6,la guajira
2020-05-24,22,18,4,bolivar
2020-05-24,7,7,5,casanare
2020-05-24,12,7,2,caldas
2020-05-24,17,11,4,cundinamarca
2020-05-24,17,7,0,choco
2020-05-24,15,9,4,valle del cauca
2020-05-24,28,12,9,putumayo
2020-05-24,17,7,2,sucre
2020-05-24,56,28,0,vaupes
2020-05-24,19,9,3,santander
2020-05-24,15,9,9,arauca
2020-05-24,17,10,5,tolima
2020-05-24,17,11,4,bogota
2020-05-24,18,10,1,boyaca
2020-05-24,0,16,0,amazonas
2020-05-24,11,16,5,caqueta
2020-05-24,11,11,2,cordoba
2020-05-24,22,6,3,huila
2020-05-24,13,11,3,cesar
2020-05-24,11,7,4,magdalena
2020-05-25,14,11,3,cauca
2020-05-25,11,3,3,magdalena
2020-05-25,11,7,4,santander
2020-05-25,17,10,5,cundinamarca
2020-05-25,9,12,8,arauca
2020-05-25,16,9,3,caldas
2020-05-25,14,11,3,casanare
2020-05-25,14,10,5,valle del cauca
2020-05-25,14,8,3,meta
2020-05-25,19,9,8,huila
2020-05-25,18,13,4,tolima
2020-05-25,17,6,2,cesar
2020-05-25,19,10,0,caqueta
2020-05-25,17,9,5,antioquia
2020-05-25,17,10,5,bogota
2020-05-25,15,9,3,bolivar
2020-05-25,18,18,0,san andres y providencia
2020-05-25,14,5,3,la guajira
2020-05-25,16,14,5,boyaca
2020-05-25,19,12,2,narino
2020-05-25,16,10,3,sucre
2020-05-25,0,0,0,vaupes
2020-05-25,15,23,5,putumayo
2020-05-25,15,8,4,cordoba
2020-05-25,10,15,0,choco
2020-05-25,0,19,0,amazonas
2020-05-25,16,11,3,atlantico
2020-05-26,8,12,2,narino
2020-05-26,12,9,5,cauca
2020-05-26,13,10,6,valle del cauca
2020-05-26,13,9,5,bogota
2020-05-26,13,13,5,atlantico
2020-05-26,16,10,5,antioquia
2020-05-26,17,14,4,caqueta
2020-05-26,16,10,3,cordoba
2020-05-26,11,10,4,meta
2020-05-26,11,13,6,putumayo
2020-05-26,10,8,4,magdalena
2020-05-26,14,12,5,huila
2020-05-26,14,7,4,cesar
2020-05-26,0,16,0,vaupes
2020-05-26,13,14,15,san andres y providencia
2020-05-26,37,19,0,amazonas
2020-05-26,15,8,6,choco
2020-05-26,8,6,3,la guajira
2020-05-26,9,13,5,casanare
2020-05-26,15,10,3,bolivar
2020-05-26,8,17,0,arauca
2020-05-26,18,11,2,sucre
2020-05-26,13,11,3,caldas
2020-05-26,12,6,4,santander
2020-05-26,21,10,3,boyaca
2020-05-26,13,9,5,cundinamarca
2020-05-26,10,9,3,tolima
2020-05-27,12,8,4,magdalena
2020-05-27,10,8,6,choco
2020-05-27,10,6,2,caldas
2020-05-27,14,10,6,cesar
2020-05-27,11,10,4,cundinamarca
2020-05-27,9,10,4,putumayo
2020-05-27,7,8,2,casanare
2020-05-27,11,7,4,meta
2020-05-27,10,7,3,cordoba
2020-05-27,13,9,6,santander
2020-05-27,0,12,14,san andres y providencia
2020-05-27,14,7,10,arauca
2020-05-27,11,8,6,huila
2020-05-27,13,8,0,caqueta
2020-05-27,14,9,4,antioquia
2020-05-27,12,7,4,la guajira
2020-05-27,13,14,3,boyaca
2020-05-27,10,10,3,narino
2020-05-27,13,8,6,cauca
2020-05-27,12,9,4,tolima
2020-05-27,0,0,0,vaupes
2020-05-27,0,35,0,amazonas
2020-05-27,12,9,5,valle del cauca
2020-05-27,11,10,4,bogota
2020-05-27,14,13,5,atlantico
2020-05-27,13,14,3,bolivar
2020-05-27,11,7,2,sucre
2020-05-28,14,12,7,huila
2020-05-28,14,6,8,caqueta
2020-05-28,14,8,5,tolima
2020-05-28,12,8,7,bogota
2020-05-28,15,13,3,boyaca
2020-05-28,13,7,5,santander
2020-05-28,16,11,4,sucre
2020-05-28,8,9,4,cordoba
2020-05-28,9,10,8,meta
2020-05-28,12,8,7,cundinamarca
2020-05-28,9,10,5,narino
2020-05-28,15,13,5,bolivar
2020-05-28,13,14,7,atlantico
2020-05-28,11,10,6,cauca
2020-05-28,13,7,7,la guajira
2020-05-28,15,9,8,antioquia
2020-05-28,11,9,9,valle del cauca
2020-05-28,19,12,4,putumayo
2020-05-28,16,6,6,arauca
2020-05-28,12,8,3,casanare
2020-05-28,9,8,5,caldas
2020-05-28,12,19,6,choco
2020-05-28,11,7,5,magdalena
2020-05-28,8,4,3,cesar
2020-05-28,0,0,25,vaupes
2020-05-28,11,10,10,san andres y providencia
2020-05-28,0,24,0,amazonas
2020-05-29,15,11,7,boyaca
2020-05-29,8,9,5,cordoba
2020-05-29,10,8,8,caldas
2020-05-29,20,15,6,choco
2020-05-29,14,10,3,bolivar
2020-05-29,19,19,0,amazonas
2020-05-29,14,9,9,tolima
2020-05-29,12,9,9,valle del cauca
2020-05-29,0,18,0,vaupes
2020-05-29,9,8,6,narino
2020-05-29,16,19,4,putumayo
2020-05-29,14,9,8,bogota
2020-05-29,8,8,4,caqueta
2020-05-29,0,14,14,san andres y providencia
2020-05-29,9,7,9,meta
2020-05-29,14,14,13,huila
2020-05-29,13,9,6,cesar
2020-05-29,14,9,8,cundinamarca
2020-05-29,11,9,6,arauca
2020-05-29,15,8,12,antioquia
2020-05-29,13,13,8,la guajira
2020-05-29,11,8,8,santander
2020-05-29,13,15,8,atlantico
2020-05-29,12,12,7,magdalena
2020-05-29,9,11,7,casanare
2020-05-29,8,10,8,cauca
2020-05-29,18,11,3,sucre
2020-05-30,27,0,0,amazonas
2020-05-30,15,8,5,putumayo
2020-05-30,12,8,4,valle del cauca
2020-05-30,14,8,5,antioquia
2020-05-30,19,14,5,sucre
2020-05-30,10,11,3,narino
2020-05-30,12,8,3,cauca
2020-05-30,12,8,7,meta
2020-05-30,12,10,6,bogota
2020-05-30,0,13,15,san andres y providencia
2020-05-30,9,6,3,cordoba
2020-05-30,13,12,2,boyaca
2020-05-30,15,7,0,arauca
2020-05-30,16,10,0,choco
2020-05-30,14,11,3,cesar
2020-05-30,9,9,3,casanare
2020-05-30,9,7,4,santander
2020-05-30,12,8,3,huila
2020-05-30,9,7,5,caldas
2020-05-30,9,9,5,caqueta
2020-05-30,19,0,0,vaupes
2020-05-30,14,13,2,bolivar
2020-05-30,12,14,4,atlantico
2020-05-30,12,9,6,magdalena
2020-05-30,14,7,7,tolima
2020-05-30,10,9,5,la guajira
2020-05-30,12,10,6,cundinamarca
2020-05-31,21,0,0,vaupes
2020-05-31,13,12,5,cesar
2020-05-31,7,10,5,caqueta
2020-05-31,17,7,5,antioquia
2020-05-31,17,7,5,putumayo
2020-05-31,11,10,1,meta
2020-05-31,16,8,6,bogota
2020-05-31,13,11,3,narino
2020-05-31,15,10,3,cordoba
2020-05-31,12,10,6,magdalena
2020-05-31,10,12,6,casanare
2020-05-31,10,8,8,arauca
2020-05-31,17,12,0,sucre
2020-05-31,11,8,3,la guajira
2020-05-31,8,13,8,choco
2020-05-31,15,12,6,atlantico
2020-05-31,13,13,4,bolivar
2020-05-31,13,10,4,valle del cauca
2020-05-31,18,12,3,boyaca
2020-05-31,16,10,5,tolima
2020-05-31,13,6,4,cauca
2020-05-31,16,8,6,cundinamarca
2020-05-31,13,11,5,caldas
2020-05-31,27,46,0,amazonas
2020-05-31,19,12,3,huila
2020-05-31,14,21,0,san andres y providencia
2020-05-31,14,8,3,santander
2020-06-01,21,0,21,vaupes
2020-06-01,14,10,4,caldas
2020-06-01,10,9,4,magdalena
2020-06-01,8,9,8,la guajira
2020-06-01,11,10,4,bolivar
2020-06-01,13,17,7,atlantico
2020-06-01,12,12,6,choco
2020-06-01,13,11,4,cesar
2020-06-01,13,9,5,valle del cauca
2020-06-01,12,14,0,putumayo
2020-06-01,14,8,5,antioquia
2020-06-01,11,13,2,cauca
2020-06-01,9,11,2,meta
2020-06-01,12,12,4,narino
2020-06-01,30,0,0,amazonas
2020-06-01,15,13,14,san andres y providencia
2020-06-01,12,10,6,cundinamarca
2020-06-01,11,10,6,huila
2020-06-01,6,9,7,casanare
2020-06-01,8,8,6,cordoba
2020-06-01,13,12,0,arauca
2020-06-01,12,8,3,santander
2020-06-01,12,9,5,tolima
2020-06-01,11,7,4,caqueta
2020-06-01,19,12,4,sucre
2020-06-01,11,7,3,boyaca
2020-06-01,12,10,6,bogota
2020-06-02,12,9,2,cesar
2020-06-02,14,9,8,huila
2020-06-02,12,12,0,choco
2020-06-02,13,6,3,cordoba
2020-06-02,10,9,3,valle del cauca
2020-06-02,11,9,4,bogota
2020-06-02,11,9,4,cundinamarca
2020-06-02,13,11,3,boyaca
2020-06-02,14,10,3,sucre
2020-06-02,11,7,5,putumayo
2020-06-02,11,11,2,cauca
2020-06-02,13,8,4,antioquia
2020-06-02,12,15,5,atlantico
2020-06-02,9,7,2,tolima
2020-06-02,6,6,0,arauca
2020-06-02,0,0,0,vaupes
2020-06-02,12,9,3,santander
2020-06-02,9,15,0,caqueta
2020-06-02,8,8,2,meta
2020-06-02,0,16,0,san andres y providencia
2020-06-02,8,10,2,caldas
2020-06-02,12,9,3,narino
2020-06-02,10,6,3,magdalena
2020-06-02,12,10,3,bolivar
2020-06-02,8,16,3,la guajira
2020-06-02,6,11,0,casanare
2020-06-02,0,0,0,amazonas
2020-06-03,12,7,2,meta
2020-06-03,12,11,1,narino
2020-06-03,11,14,4,atlantico
2020-06-03,11,17,0,san andres y providencia
2020-06-03,0,0,0,vaupes
2020-06-03,0,0,0,amazonas
2020-06-03,11,6,2,cauca
2020-06-03,15,11,3,sucre
2020-06-03,11,10,2,boyaca
2020-06-03,10,8,3,valle del cauca
2020-06-03,12,7,0,choco
2020-06-03,12,9,3,cundinamarca
2020-06-03,9,8,4,tolima
2020-06-03,9,6,2,la guajira
2020-06-03,13,10,2,bolivar
2020-06-03,8,8,2,casanare
2020-06-03,8,7,1,caldas
2020-06-03,15,9,2,santander
2020-06-03,11,12,4,huila
2020-06-03,12,9,3,bogota
2020-06-03,11,6,6,arauca
2020-06-03,9,9,3,magdalena
2020-06-03,10,8,2,cesar
2020-06-03,3,9,3,caqueta
2020-06-03,9,7,3,cordoba
2020-06-03,12,8,3,antioquia
2020-06-03,12,6,4,putumayo
2020-06-04,12,11,5,huila
2020-06-04,11,11,11,san andres y providencia
2020-06-04,12,12,3,bolivar
2020-06-04,0,0,0,vaupes
2020-06-04,7,12,2,la guajira
2020-06-04,0,0,0,amazonas
2020-06-04,12,8,2,cauca
2020-06-04,17,15,0,sucre
2020-06-04,10,10,2,cordoba
2020-06-04,11,10,5,tolima
2020-06-04,9,8,3,cundinamarca
2020-06-04,10,9,4,valle del cauca
2020-06-04,9,8,3,bogota
2020-06-04,12,10,3,boyaca
2020-06-04,11,6,2,cesar
2020-06-04,10,10,4,putumayo
2020-06-04,14,14,4,atlantico
2020-06-04,7,10,3,caqueta
2020-06-04,8,13,6,choco
2020-06-04,6,14,6,arauca
2020-06-04,13,13,2,narino
2020-06-04,8,9,2,caldas
2020-06-04,11,12,3,santander
2020-06-04,13,8,3,antioquia
2020-06-04,12,9,3,magdalena
2020-06-04,9,10,2,meta
2020-06-04,8,5,2,casanare
2020-06-05,11,9,4,valle del cauca
2020-06-05,13,9,13,arauca
2020-06-05,6,9,3,meta
2020-06-05,11,8,4,tolima
2020-06-05,10,10,3,cundinamarca
2020-06-05,11,8,4,cordoba
2020-06-05,9,10,3,boyaca
2020-06-05,8,13,2,narino
2020-06-05,0,0,0,vaupes
2020-06-05,8,9,3,cesar
2020-06-05,9,7,2,cauca
2020-06-05,11,15,4,atlantico
2020-06-05,10,10,3,bogota
2020-06-05,4,7,2,casanare
2020-06-05,11,8,3,antioquia
2020-06-05,9,8,3,magdalena
2020-06-05,9,12,3,huila
2020-06-05,7,7,4,caqueta
2020-06-05,10,8,0,choco
2020-06-05,14,11,3,santander
2020-06-05,13,13,0,san andres y providencia
2020-06-05,10,8,3,bolivar
2020-06-05,12,15,2,la guajira
2020-06-05,19,15,3,sucre
2020-06-05,9,4,4,putumayo
2020-06-05,12,8,3,caldas
2020-06-05,19,0,0,amazonas
2020-06-06,11,9,3,bolivar
2020-06-06,5,7,0,casanare
2020-06-06,0,0,0,vaupes
2020-06-06,12,6,2,tolima
2020-06-06,6,14,6,caqueta
2020-06-06,11,10,2,boyaca
2020-06-06,12,8,3,santander
2020-06-06,10,9,4,magdalena
2020-06-06,12,5,2,caldas
2020-06-06,11,7,2,cundinamarca
2020-06-06,15,13,9,la guajira
2020-06-06,11,10,3,valle del cauca
2020-06-06,14,7,2,antioquia
2020-06-06,18,12,4,sucre
2020-06-06,16,16,4,atlantico
2020-06-06,15,15,0,san andres y providencia
2020-06-06,11,7,2,bogota
2020-06-06,9,15,12,putumayo
2020-06-06,9,8,1,narino
2020-06-06,7,6,6,cordoba
2020-06-06,10,7,2,cesar
2020-06-06,21,21,0,amazonas
2020-06-06,14,10,2,huila
2020-06-06,8,9,4,meta
2020-06-06,11,11,7,arauca
2020-06-06,13,10,7,choco
2020-06-06,8,5,3,cauca
2020-06-07,14,5,5,casanare
2020-06-07,19,0,0,san andres y providencia
2020-06-07,21,12,3,bolivar
2020-06-07,20,15,0,choco
2020-06-07,16,14,3,sucre
2020-06-07,19,19,0,putumayo
2020-06-07,18,11,4,narino
2020-06-07,15,7,6,magdalena
2020-06-07,13,6,3,meta
2020-06-07,0,25,0,vaupes
2020-06-07,13,10,11,arauca
2020-06-07,14,10,2,bogota
2020-06-07,10,7,5,caldas
2020-06-07,18,13,3,atlantico
2020-06-07,16,9,1,santander
2020-06-07,13,10,4,huila
2020-06-07,13,10,2,cauca
2020-06-07,15,9,2,boyaca
2020-06-07,13,12,0,caqueta
2020-06-07,11,8,3,tolima
2020-06-07,0,0,0,amazonas
2020-06-07,23,10,4,la guajira
2020-06-07,15,9,3,antioquia
2020-06-07,11,10,1,cordoba
2020-06-07,8,9,2,cesar
2020-06-07,15,8,2,valle del cauca
2020-06-07,14,10,2,cundinamarca
2020-06-08,13,16,3,atlantico
2020-06-08,9,18,6,choco
2020-06-08,15,16,0,amazonas
2020-06-08,16,14,2,la guajira
2020-06-08,9,6,2,cordoba
2020-06-08,16,15,3,sucre
2020-06-08,0,0,0,vaupes
2020-06-08,8,12,2,casanare
2020-06-08,16,11,3,narino
2020-06-08,14,9,7,putumayo
2020-06-08,9,8,5,cundinamarca
2020-06-08,10,10,1,boyaca
2020-06-08,21,0,0,san andres y providencia
2020-06-08,9,7,4,meta
2020-06-08,6,9,6,arauca
2020-06-08,12,11,2,caldas
2020-06-08,11,8,3,antioquia
2020-06-08,10,10,1,cesar
2020-06-08,9,10,3,valle del cauca
2020-06-08,12,9,4,magdalena
2020-06-08,6,15,6,caqueta
2020-06-08,10,7,4,cauca
2020-06-08,13,9,3,tolima
2020-06-08,9,8,5,bogota
2020-06-08,13,9,2,santander
2020-06-08,13,8,2,huila
2020-06-08,11,9,1,bolivar
2020-06-09,10,7,3,cauca
2020-06-09,12,13,3,atlantico
2020-06-09,6,8,6,arauca
2020-06-09,0,0,10,san andres y providencia
2020-06-09,6,6,2,meta
2020-06-09,11,9,3,santander
2020-06-09,12,11,3,narino
2020-06-09,11,9,3,bolivar
2020-06-09,5,5,5,caqueta
2020-06-09,9,10,3,bogota
2020-06-09,13,11,4,tolima
2020-06-09,11,7,3,antioquia
2020-06-09,8,8,1,cesar
2020-06-09,13,11,4,huila
2020-06-09,13,12,4,sucre
2020-06-09,6,7,3,magdalena
2020-06-09,0,0,0,vaupes
2020-06-09,10,7,2,cordoba
2020-06-09,6,11,4,putumayo
2020-06-09,6,6,4,la guajira
2020-06-09,13,6,3,caldas
2020-06-09,8,10,3,boyaca
2020-06-09,11,13,6,choco
2020-06-09,9,8,3,valle del cauca
2020-06-09,15,0,0,amazonas
2020-06-09,11,7,4,casanare
2020-06-09,9,10,3,cundinamarca
2020-06-10,7,8,2,casanare
2020-06-10,0,9,0,putumayo
2020-06-10,8,9,0,choco
2020-06-10,7,10,2,boyaca
2020-06-10,10,7,3,antioquia
2020-06-10,10,8,3,cesar
2020-06-10,10,8,3,la guajira
2020-06-10,11,9,2,caldas
2020-06-10,6,8,3,magdalena
2020-06-10,9,8,4,cundinamarca
2020-06-10,17,0,0,vaupes
2020-06-10,8,8,3,cordoba
2020-06-10,12,10,3,bolivar
2020-06-10,12,15,3,atlantico
2020-06-10,4,15,4,caqueta
2020-06-10,14,10,2,sucre
2020-06-10,9,10,2,santander
2020-06-10,9,5,4,tolima
2020-06-10,11,13,4,huila
2020-06-10,12,9,2,narino
2020-06-10,9,12,1,cauca
2020-06-10,8,7,3,valle del cauca
2020-06-10,8,8,3,meta
2020-06-10,6,0,6,arauca
2020-06-10,23,11,0,san andres y providencia
2020-06-10,14,15,0,amazonas
2020-06-10,9,8,4,bogota
2020-06-11,18,14,2,sucre
2020-06-11,11,6,3,antioquia
2020-06-11,10,8,2,santander
2020-06-11,12,16,2,atlantico
2020-06-11,6,9,1,cesar
2020-06-11,12,10,6,arauca
2020-06-11,10,8,4,tolima
2020-06-11,10,9,4,bogota
2020-06-11,13,4,8,la guajira
2020-06-11,15,12,0,vaupes
2020-06-11,9,7,4,valle del cauca
2020-06-11,7,6,3,caldas
2020-06-11,10,9,4,cundinamarca
2020-06-11,18,6,6,choco
2020-06-11,12,8,0,putumayo
2020-06-11,7,7,2,cordoba
2020-06-11,18,18,0,amazonas
2020-06-11,6,9,2,magdalena
2020-06-11,9,9,1,boyaca
2020-06-11,13,14,0,san andres y providencia
2020-06-11,10,10,2,bolivar
2020-06-11,10,14,12,caqueta
2020-06-11,9,6,2,cauca
2020-06-11,14,8,5,huila
2020-06-11,13,12,1,narino
2020-06-11,8,11,2,casanare
2020-06-11,7,8,3,meta
2020-06-12,8,7,3,magdalena
2020-06-12,10,7,2,tolima
2020-06-12,0,17,0,vaupes
2020-06-12,12,7,2,santander
2020-06-12,8,10,1,cordoba
2020-06-12,13,0,0,san andres y providencia
2020-06-12,22,16,0,caqueta
2020-06-12,12,18,3,atlantico
2020-06-12,9,8,4,cundinamarca
2020-06-12,6,9,5,casanare
2020-06-12,13,11,6,sucre
2020-06-12,11,10,4,narino
2020-06-12,9,12,0,choco
2020-06-12,0,0,0,amazonas
2020-06-12,11,9,4,bolivar
2020-06-12,8,9,1,boyaca
2020-06-12,7,6,2,cauca
2020-06-12,5,9,9,putumayo
2020-06-12,6,7,3,meta
2020-06-12,7,7,3,valle del cauca
2020-06-12,8,11,5,huila
2020-06-12,10,7,2,antioquia
2020-06-12,9,6,1,cesar
2020-06-12,4,5,4,la guajira
2020-06-12,7,17,7,arauca
2020-06-12,9,8,4,bogota
2020-06-12,9,4,3,caldas
2020-06-13,12,8,3,caldas
2020-06-13,8,7,2,cauca
2020-06-13,11,6,2,santander
2020-06-13,11,7,3,boyaca
2020-06-13,12,10,3,tolima
2020-06-13,11,6,3,antioquia
2020-06-13,12,9,3,huila
2020-06-13,20,23,0,amazonas
2020-06-13,15,16,3,atlantico
2020-06-13,8,10,4,magdalena
2020-06-13,5,14,4,la guajira
2020-06-13,0,8,0,arauca
2020-06-13,5,9,5,meta
2020-06-13,11,3,5,casanare
2020-06-13,16,5,6,putumayo
2020-06-13,12,11,7,sucre
2020-06-13,11,7,4,cundinamarca
2020-06-13,11,7,4,bogota
2020-06-13,7,6,4,cesar
2020-06-13,8,7,5,valle del cauca
2020-06-13,19,0,0,vaupes
2020-06-13,10,9,2,bolivar
2020-06-13,8,7,2,cordoba
2020-06-13,30,15,0,san andres y providencia
2020-06-13,13,8,0,caqueta
2020-06-13,14,11,3,narino
2020-06-13,7,7,0,choco
2020-06-14,12,6,0,putumayo
2020-06-14,12,8,2,bolivar
2020-06-14,14,17,3,atlantico
2020-06-14,12,7,2,antioquia
2020-06-14,0,0,0,amazonas
2020-06-14,13,9,3,tolima
2020-06-14,20,11,3,sucre
2020-06-14,10,7,4,bogota
2020-06-14,0,25,0,san andres y providencia
2020-06-14,0,0,0,vaupes
2020-06-14,13,6,1,santander
2020-06-14,11,7,5,valle del cauca
2020-06-14,19,18,17,arauca
2020-06-14,12,7,2,boyaca
2020-06-14,11,7,2,narino
2020-06-14,10,7,4,cundinamarca
2020-06-14,8,5,3,cesar
2020-06-14,14,3,3,huila
2020-06-14,11,4,3,caldas
2020-06-14,7,6,2,cordoba
2020-06-14,9,6,3,casanare
2020-06-14,11,9,2,cauca
2020-06-14,10,6,3,la guajira
2020-06-14,5,8,3,meta
2020-06-14,13,13,6,caqueta
2020-06-14,12,11,0,choco
2020-06-14,9,8,4,magdalena
2020-06-15,0,0,0,vaupes
2020-06-15,12,14,7,choco
2020-06-15,15,8,0,arauca
2020-06-15,16,9,5,cordoba
2020-06-15,12,6,3,boyaca
2020-06-15,11,8,2,cesar
2020-06-15,12,9,2,cauca
2020-06-15,9,5,5,huila
2020-06-15,14,7,2,antioquia
2020-06-15,13,10,3,santander
2020-06-15,8,7,4,bogota
2020-06-15,7,7,3,meta
2020-06-15,13,7,3,tolima
2020-06-15,5,5,0,caqueta
2020-06-15,20,13,3,la guajira
2020-06-15,0,0,14,amazonas
2020-06-15,8,7,0,putumayo
2020-06-15,8,5,4,narino
2020-06-15,8,7,4,cundinamarca
2020-06-15,12,5,2,caldas
2020-06-15,14,11,4,sucre
2020-06-15,9,4,3,casanare
2020-06-15,12,10,3,magdalena
2020-06-15,9,8,6,valle del cauca
2020-06-15,0,17,0,san andres y providencia
2020-06-15,18,17,3,atlantico
2020-06-15,14,13,3,bolivar
2020-06-16,9,9,3,meta
2020-06-16,10,7,2,narino
2020-06-16,9,7,4,bogota
2020-06-16,10,11,1,bolivar
2020-06-16,10,7,2,huila
2020-06-16,12,7,2,santander
2020-06-16,12,7,3,antioquia
2020-06-16,14,9,4,tolima
2020-06-16,11,16,3,sucre
2020-06-16,7,4,3,boyaca
2020-06-16,7,8,2,caldas
2020-06-16,12,8,0,caqueta
2020-06-16,12,14,0,san andres y providencia
2020-06-16,7,10,2,cauca
2020-06-16,8,8,5,valle del cauca
2020-06-16,0,0,0,amazonas
2020-06-16,18,22,4,atlantico
2020-06-16,18,8,6,arauca
2020-06-16,9,7,4,cundinamarca
2020-06-16,8,10,2,magdalena
2020-06-16,0,21,0,vaupes
2020-06-16,4,9,3,casanare
2020-06-16,7,8,0,putumayo
2020-06-16,8,9,1,cesar
2020-06-16,10,12,2,la guajira
2020-06-16,15,13,6,choco
2020-06-16,11,7,1,cordoba
2020-06-17,8,9,2,valle del cauca
2020-06-17,5,11,3,meta
2020-06-17,14,0,16,san andres y providencia
2020-06-17,10,8,2,narino
2020-06-17,9,7,2,cesar
2020-06-17,8,7,3,bogota
2020-06-17,11,10,2,bolivar
2020-06-17,8,7,3,cundinamarca
2020-06-17,7,8,3,caldas
2020-06-17,0,19,0,amazonas
2020-06-17,11,8,0,putumayo
2020-06-17,14,13,5,choco
2020-06-17,9,7,2,antioquia
2020-06-17,19,10,4,caqueta
2020-06-17,10,9,2,magdalena
2020-06-17,5,6,2,cordoba
2020-06-17,0,0,0,vaupes
2020-06-17,6,11,6,arauca
2020-06-17,10,6,1,santander
2020-06-17,14,17,3,atlantico
2020-06-17,8,4,2,casanare
2020-06-17,14,10,4,huila
2020-06-17,7,8,2,cauca
2020-06-17,6,7,1,boyaca
2020-06-17,15,20,2,sucre
2020-06-17,12,4,5,la guajira
2020-06-17,9,6,2,tolima
2020-06-18,13,12,2,sucre
2020-06-18,8,8,2,cesar
2020-06-18,12,18,0,san andres y providencia
2020-06-18,18,6,0,choco
2020-06-18,8,6,2,boyaca
2020-06-18,9,6,2,narino
2020-06-18,13,17,0,arauca
2020-06-18,14,21,3,atlantico
2020-06-18,9,13,4,la guajira
2020-06-18,9,7,3,cundinamarca
2020-06-18,7,7,2,cordoba
2020-06-18,5,6,5,casanare
2020-06-18,7,8,2,valle del cauca
2020-06-18,6,6,2,caldas
2020-06-18,29,14,0,amazonas
2020-06-18,12,8,4,caqueta
2020-06-18,0,0,18,vaupes
2020-06-18,10,7,3,magdalena
2020-06-18,8,9,3,cauca
2020-06-18,9,8,2,meta
2020-06-18,8,7,3,huila
2020-06-18,9,7,2,antioquia
2020-06-18,7,6,2,tolima
2020-06-18,10,7,2,santander
2020-06-18,9,7,3,bogota
2020-06-18,7,7,4,putumayo
2020-06-18,10,9,2,bolivar
2020-06-19,10,7,1,tolima
2020-06-19,11,7,0,la guajira
2020-06-19,7,8,2,meta
2020-06-19,7,5,2,narino
2020-06-19,8,6,2,caldas
2020-06-19,8,7,2,valle del cauca
2020-06-19,10,9,4,huila
2020-06-19,7,6,2,casanare
2020-06-19,5,9,1,boyaca
2020-06-19,8,8,2,magdalena
2020-06-19,7,8,2,cundinamarca
2020-06-19,12,9,4,putumayo
2020-06-19,17,14,4,sucre
2020-06-19,7,9,1,cauca
2020-06-19,4,12,4,caqueta
2020-06-19,8,9,1,cordoba
2020-06-19,7,4,1,cesar
2020-06-19,25,0,0,san andres y providencia
2020-06-19,9,6,1,santander
2020-06-19,16,17,0,choco
2020-06-19,8,7,2,antioquia
2020-06-19,11,21,2,atlantico
2020-06-19,0,18,0,vaupes
2020-06-19,8,10,2,bolivar
2020-06-19,7,8,2,bogota
2020-06-19,12,6,6,arauca
2020-06-19,0,0,0,amazonas
2020-06-20,8,7,2,cundinamarca
2020-06-20,7,12,5,caqueta
2020-06-20,10,6,1,cauca
2020-06-20,12,7,1,santander
2020-06-20,8,9,3,tolima
2020-06-20,3,12,3,la guajira
2020-06-20,16,16,0,san andres y providencia
2020-06-20,8,7,2,bogota
2020-06-20,13,23,3,atlantico
2020-06-20,8,19,0,arauca
2020-06-20,11,12,2,magdalena
2020-06-20,17,13,2,sucre
